"full_name","Tm","Conf","Year","minutes","sos","srs","FG/40","FGA/40","FG%","FG3/40","FG3A/40","FG3%","FG2/40","FG2A/40","FG2%","FT/40","FTA/40","FT%","ORB/40","DRB/40","TRB/40","AST/40","STL/40","BLK/40","TOV/40","PF/40","PTS/40","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/40","OBPM","DBPM","BPM"
"Andrew Garcia","Stony Brook","AmEast",2018,111,"-2.28","-5.08","4.30","11.90","0.364","0.70","1.80","0.400","3.60","10.10","0.357","2.20","5.80","0.375","5.40","3.20","8.60","1.10","0.70","0.40","5.00","5.80","11.50","4.0","0.394","0.152","0.485","14.5","9.6","12.2","5.5","1.0","1.0","25.6","24.4","-0.20","0.10","-0.10","-0.038","-8.4","-3.8","-12.2"
"Andrew Garcia","Stony Brook","AmEast",2019,714,"-6.48","-2.10","5.80","13.20","0.438","1.30","4.60","0.280","4.50","8.60","0.523","4.50","6.20","0.730","4.00","5.50","9.50","1.10","1.00","0.30","3.50","4.80","17.40","16.1","0.539","0.349","0.472","10.8","14.5","12.7","6.0","1.4","0.9","17.7","23.8","1.10","1.40","2.40","0.136","-1.4","-1.1","-2.4"
"Andrew Garcia","Stony Brook","AmEast",2020,1010,"-4.41","-2.41","6.40","13.50","0.474","1.00","3.10","0.321","5.40","10.40","0.519","3.80","4.80","0.792","3.50","5.20","8.80","2.50","2.10","0.40","3.90","4.00","17.50","19.8","0.557","0.229","0.353","9.9","13.9","11.9","14.7","3.0","1.2","19.8","24.3","1.90","2.00","3.90","0.154","0.6","0.6","1.1"
"Andrew Garcia","Georgia","SEC",2021,443,"8.02","6.62","7.70","14.20","0.541","0.10","0.50","0.167","7.60","13.60","0.556","4.90","6.30","0.771","4.90","4.40","9.30","1.30","1.40","0.60","3.80","6.00","20.30","19.8","0.591","0.038","0.446","13.3","12.1","12.7","6.2","1.8","1.6","18.1","23.8","1.10","0.50","1.50","0.137","1.9","0.2","2.1"
"Andrew Taylor","Marshall","CUSA",2020,736,"-0.05","1.70","4.60","11.60","0.394","2.10","6.00","0.342","2.50","5.50","0.451","1.50","2.10","0.711","0.70","5.10","5.80","4.00","2.30","0.20","3.00","3.20","12.70","12.5","0.504","0.521","0.178","1.7","12.5","7.2","17.0","3.0","0.5","19.2","18.0","0.40","1.20","1.70","0.091","-1.6","1.7","0.1"
"Andrew Taylor","Marshall","CUSA",2021,725,"-1.66","5.70","5.80","11.20","0.517","1.80","4.20","0.416","4.00","7.00","0.579","1.20","1.50","0.750","1.20","5.80","7.00","4.90","1.80","0.30","2.40","2.30","14.50","19.0","0.608","0.379","0.138","3.3","15.6","9.7","20.6","2.5","0.7","16.9","17.6","1.80","1.10","2.90","0.158","2.7","1.4","4.0"
"Andrew Taylor","Marshall","CUSA",2022,1162,"0.14","-4.57","6.40","15.20","0.420","2.20","6.80","0.328","4.10","8.40","0.494","1.10","1.50","0.733","1.50","4.30","5.80","5.00","2.00","0.20","3.40","2.00","16.10","15.8","0.506","0.449","0.102","4.0","11.7","7.7","23.2","2.8","0.4","17.6","23.0","1.20","1.10","2.30","0.080","0.8","-0.6","0.2"
"Andrew Taylor","Marshall","Sun Belt",2023,1170,"-2.84","7.13","8.60","20.80","0.417","2.80","7.80","0.364","5.80","13.00","0.449","1.90","2.40","0.800","1.30","3.90","5.20","5.10","2.30","0.00","3.20","1.80","22.10","19.1","0.504","0.376","0.115","3.4","9.9","6.7","23.4","3.2","0.0","12.9","29.6","2.10","2.00","4.10","0.140","2.4","0.1","2.5"
"Andrew Taylor","Mississippi State","SEC",2024,76,"9.16","14.19","5.30","13.20","0.400","3.20","7.90","0.400","2.10","5.30","0.400","0.50","0.50","1.000","1.60","3.70","5.30","4.70","1.10","0.00","1.10","3.70","14.20","15.5","0.530","0.600","0.040","4.5","10.4","7.5","22.7","1.5","0.0","7.3","17.9","0.20","0.10","0.30","0.154","1.3","1.6","2.9"
"Ansley Almonor","FDU","NEC",2022,232,"-6.21","-18.13","5.20","10.90","0.476","2.10","6.00","0.343","3.10","4.80","0.643","1.90","2.60","0.733","2.10","5.00","7.10","1.00","0.50","0.70","1.60","4.00","14.30","14.9","0.592","0.556","0.238","5.6","14.6","9.9","5.5","0.7","1.8","11.4","16.9","0.50","0.00","0.50","0.083","-0.1","-3.1","-3.3"
"Ansley Almonor","FDU","NEC",2023,1004,"-9.83","-8.98","6.90","15.90","0.434","3.00","7.80","0.381","3.90","8.00","0.485","2.70","3.10","0.861","2.10","4.70","6.90","2.00","0.80","1.00","2.40","4.20","19.50","18.0","0.560","0.494","0.198","5.9","14.9","10.1","9.3","1.1","2.9","12.1","24.4","2.30","0.90","3.20","0.127","1.0","-3.3","-2.3"
"Ansley Almonor","FDU","NEC",2024,1024,"-9.27","-14.41","7.00","15.90","0.436","3.60","9.20","0.394","3.30","6.70","0.494","3.00","3.70","0.800","1.10","5.20","6.30","2.10","0.60","0.90","2.00","2.80","20.50","17.2","0.579","0.578","0.233","2.8","14.2","8.3","11.0","0.8","2.3","9.9","23.1","2.10","1.00","3.20","0.124","1.7","-2.7","-1.0"
"Ansley Almonor","Kentucky","SEC",2025,512,"14.04","21.26","4.80","9.50","0.504","3.00","7.20","0.424","1.70","2.30","0.759","2.30","2.50","0.906","1.60","2.90","4.50","1.30","0.50","0.20","0.50","3.10","14.80","15.4","0.698","0.760","0.264","4.5","7.6","6.1","5.4","0.8","0.7","4.9","13.6","1.50","0.30","1.80","0.143","5.4","0.9","6.3"
"Anthony Duruji","Louisiana Tech","CUSA",2018,682,"-0.12","1.33","4.80","10.70","0.451","1.60","4.20","0.394","3.20","6.50","0.486","2.20","3.60","0.597","2.10","5.60","7.70","1.50","0.70","2.60","2.20","4.50","13.40","14.8","0.541","0.390","0.341","6.1","16.0","11.1","7.4","1.0","6.9","15.2","18.5","0.70","1.10","1.80","0.104","-1.1","1.5","0.4"
"Anthony Duruji","Louisiana Tech","CUSA",2019,988,"-2.31","0.95","5.80","12.50","0.468","1.70","4.90","0.339","4.20","7.60","0.551","3.00","4.50","0.673","1.90","6.30","8.20","1.30","1.30","1.60","2.20","3.40","16.30","18.4","0.559","0.393","0.357","5.3","18.1","11.5","6.5","1.8","4.7","13.2","21.2","1.70","1.90","3.60","0.144","0.9","1.3","2.2"
"Anthony Duruji","Florida","SEC",2021,549,"9.82","13.70","4.70","10.60","0.438","0.70","2.80","0.263","3.90","7.90","0.500","1.00","2.10","0.483","2.60","5.40","7.90","1.00","1.00","0.80","2.30","4.30","11.10","10.7","0.476","0.260","0.199","8.0","14.8","11.6","4.7","1.4","2.2","16.2","17.4","0.30","0.70","1.00","0.072","-0.4","1.3","0.9"
"Antonio Reeves","Illinois State","MVC",2020,694,"1.97","-2.70","4.70","12.20","0.384","1.90","6.10","0.314","2.80","6.10","0.453","1.60","2.40","0.659","0.90","3.50","4.40","1.30","1.20","0.10","1.70","2.20","12.80","10.6","0.482","0.498","0.194","2.5","10.5","6.4","6.6","1.7","0.3","11.5","19.5","0.40","0.60","1.00","0.056","-1.0","-0.3","-1.2"
"Antonio Reeves","Illinois State","MVC",2021,748,"0.38","-5.45","5.90","13.90","0.425","1.80","5.80","0.306","4.10","8.10","0.510","3.10","4.10","0.763","1.00","3.40","4.40","1.90","0.50","0.30","2.40","1.90","16.60","13.5","0.527","0.417","0.293","3.0","9.4","6.3","9.2","0.7","0.9","13.2","23.1","0.90","0.40","1.30","0.069","-0.1","-2.2","-2.4"
"Antonio Reeves","Illinois State","MVC",2022,1151,"0.74","-0.78","8.20","17.50","0.469","2.60","6.80","0.390","5.60","10.80","0.519","3.90","4.80","0.818","0.70","3.40","4.10","2.10","1.30","0.50","2.70","2.10","23.00","21.5","0.581","0.386","0.271","2.0","9.7","6.0","12.0","1.8","1.4","11.9","28.6","3.30","0.70","4.00","0.138","4.3","-1.5","2.7"
"Antonio Reeves","Kentucky","SEC",2023,948,"8.08","14.76","7.10","17.00","0.416","3.40","8.50","0.398","3.70","8.60","0.433","3.00","3.90","0.783","0.50","2.50","3.00","1.60","0.60","0.30","2.10","3.00","20.60","15.5","0.545","0.498","0.228","1.6","7.4","4.4","7.8","0.9","0.7","10.0","26.1","2.30","0.80","3.10","0.130","3.9","-0.1","3.8"
"Arthur Kaluma","Creighton","Big East",2022,830,"8.54","11.34","6.00","13.40","0.444","1.30","4.90","0.265","4.70","8.50","0.548","2.30","3.40","0.671","1.70","6.30","8.00","1.90","0.90","0.90","3.80","3.80","15.50","12.8","0.516","0.366","0.251","5.2","15.8","11.0","10.0","1.3","2.1","20.2","24.3","0.20","1.50","1.60","0.079","-0.6","2.3","1.7"
"Arthur Kaluma","Creighton","Big East",2023,1087,"9.80","17.83","5.40","12.70","0.423","1.50","4.90","0.311","3.90","7.80","0.493","3.80","5.20","0.736","2.20","6.00","8.20","2.20","0.70","0.80","2.80","2.90","16.00","15.1","0.530","0.383","0.406","6.8","16.0","11.7","10.3","1.1","1.8","15.6","23.2","1.40","1.70","3.20","0.117","1.6","1.9","3.5"
"Arthur Kaluma","Kansas State","Big 12",2024,1138,"9.97","11.06","5.40","12.60","0.427","1.80","5.20","0.345","3.60","7.40","0.486","4.10","5.60","0.747","1.60","6.50","8.10","2.40","0.90","0.60","3.30","2.70","16.70","14.9","0.548","0.413","0.441","4.8","17.6","11.5","12.6","1.4","1.6","17.7","23.3","1.30","1.80","3.10","0.109","2.3","2.4","4.6"
"Arthur Kaluma","Texas","SEC",2025,966,"9.79","15.65","5.80","12.60","0.462","1.40","3.80","0.359","4.50","8.80","0.507","3.80","4.80","0.784","2.20","8.00","10.20","2.50","1.30","1.20","2.20","2.90","16.80","20.0","0.564","0.302","0.380","6.5","22.6","14.8","11.8","1.9","3.4","12.6","21.8","2.10","1.60","3.70","0.153","4.5","3.1","7.6"
"Au'Diese Toney","Pittsburgh","ACC",2019,806,"6.69","7.88","4.00","11.00","0.360","0.80","3.40","0.246","3.10","7.60","0.412","3.10","4.70","0.663","3.00","5.90","8.90","0.70","1.10","0.20","1.70","3.10","11.90","11.6","0.449","0.311","0.428","8.4","15.8","12.2","3.9","1.6","0.6","11.3","18.7","0.50","1.20","1.70","0.086","-0.8","0.6","-0.2"
"Au'Diese Toney","Pittsburgh","ACC",2020,947,"7.32","6.80","4.50","9.80","0.461","0.90","2.80","0.328","3.60","7.00","0.515","2.40","3.70","0.655","2.70","3.60","6.30","1.50","1.60","0.10","1.50","2.50","12.40","16.0","0.536","0.289","0.375","7.3","10.7","9.0","8.3","2.4","0.4","11.4","16.7","1.70","1.10","2.90","0.120","2.3","1.5","3.8"
"Au'Diese Toney","Pittsburgh","ACC",2021,559,"6.75","7.80","5.50","11.90","0.464","1.30","3.80","0.340","4.20","8.10","0.522","4.20","6.20","0.667","2.60","4.20","6.80","2.60","1.40","0.10","2.70","2.40","16.50","18.1","0.555","0.319","0.524","7.2","12.0","9.5","13.5","2.1","0.4","15.5","21.6","1.20","0.50","1.80","0.126","2.7","0.9","3.6"
"Au'Diese Toney","Arkansas","SEC",2022,1167,"8.62","16.27","4.30","8.20","0.521","0.30","1.10","0.290","4.00","7.20","0.555","4.00","5.20","0.781","2.80","3.60","6.40","1.00","0.80","0.70","1.50","2.60","12.90","15.2","0.605","0.129","0.629","7.7","10.1","8.9","4.4","1.0","1.9","12.6","14.7","2.60","1.70","4.30","0.148","2.3","2.2","4.5"
"Augusto Cassia","Butler","Big East",2024,52,"9.49","12.18","3.10","10.80","0.286","0.00","3.80","0.000","3.10","6.90","0.444","0.80","0.80","1.000","3.80","6.20","10.00","0.80","0.80","1.50","2.30","10.00","6.90","2.6","0.311","0.357","0.071","11.3","17.3","14.4","3.2","1.1","3.9","17.2","17.1","-0.10","0.10","0.00","-0.005","-9.3","3.2","-6.1"
"Augusto Cassia","Butler","Big East",2025,153,"10.14","10.03","4.20","6.30","0.667","0.80","1.80","0.429","3.40","4.40","0.765","4.20","5.00","0.842","1.60","6.50","8.10","2.10","0.80","2.10","1.80","7.10","13.30","18.0","0.772","0.292","0.792","4.9","17.7","11.7","9.8","1.2","5.2","17.5","13.8","0.40","0.20","0.60","0.162","0.8","4.2","5.0"
"Augusto Cassia","Mississippi","SEC",2026,280,"9.07","9.43","3.40","7.30","0.471","0.60","2.10","0.267","2.90","5.10","0.556","1.60","2.00","0.786","2.00","4.00","6.00","2.30","1.30","0.90","1.30","8.40","9.00","9.9","0.546","0.294","0.275","5.6","11.2","8.4","10.2","1.9","2.7","13.5","12.2","0.30","0.30","0.60","0.090","-3.2","2.8","-0.4"
"Austin Nunez","Arizona State","Pac-12",2023,457,"8.18","11.29","3.90","9.30","0.415","1.80","4.60","0.377","2.10","4.60","0.453","1.60","1.90","0.818","0.70","2.10","2.80","2.10","1.70","0.10","2.90","4.50","11.00","8.0","0.541","0.500","0.208","1.9","5.7","3.8","9.9","2.4","0.2","22.1","16.4","0.10","0.60","0.70","0.061","-2.7","2.3","-0.4"
"Austin Nunez","Mississippi","SEC",2024,197,"7.27","8.30","1.20","4.10","0.300","1.00","2.40","0.417","0.20","1.60","0.125","0.80","1.20","0.667","0.60","2.80","3.50","3.50","2.00","0.20","0.80","3.90","4.30","7.6","0.460","0.600","0.300","1.8","7.9","4.9","13.8","3.0","0.5","14.9","6.9","0.10","0.10","0.30","0.057","-2.4","2.7","0.3"
"B.J. Mack","South Florida","AAC",2020,144,"5.18","5.15","4.20","9.40","0.441","0.80","3.90","0.214","3.30","5.60","0.600","1.70","1.70","1.000","1.40","5.00","6.40","0.30","0.60","0.80","1.10","3.60","10.80","11.9","0.529","0.412","0.176","4.0","16.7","9.9","1.6","0.8","2.8","9.8","14.8","0.20","0.20","0.40","0.114","-0.9","1.2","0.3"
"B.J. Mack","Wofford","Southern",2021,375,"-0.24","1.76","5.70","12.50","0.453","1.80","5.70","0.321","3.80","6.80","0.563","2.00","2.30","0.864","2.20","5.20","7.50","1.50","0.90","1.00","2.60","4.70","15.10","15.2","0.557","0.453","0.188","6.9","15.2","11.2","7.1","1.3","2.9","15.8","21.1","0.60","0.50","1.10","0.120","-0.7","0.4","-0.4"
"B.J. Mack","Wofford","Southern",2022,915,"-1.55","2.01","8.70","16.20","0.536","1.70","3.80","0.448","7.00","12.40","0.563","3.90","4.80","0.818","3.20","5.40","8.60","3.00","0.90","0.70","3.40","2.90","23.00","27.1","0.623","0.235","0.296","10.7","18.7","14.6","18.0","1.3","2.7","15.6","29.7","3.70","1.10","4.80","0.211","5.5","-0.5","4.9"
"B.J. Mack","Wofford","Southern",2023,996,"-3.32","-5.02","7.70","15.60","0.492","2.10","6.20","0.335","5.60","9.40","0.597","3.90","4.80","0.807","1.40","5.70","7.10","1.80","0.80","0.60","1.80","2.10","21.30","23.4","0.596","0.399","0.307","4.6","18.0","11.3","9.1","1.1","1.7","9.2","25.9","3.50","0.70","4.20","0.168","4.7","-2.1","2.6"
"B.J. Mack","South Carolina","SEC",2024,842,"6.48","10.98","7.20","17.40","0.414","2.40","7.40","0.321","4.80","10.00","0.483","5.20","6.50","0.801","1.80","5.80","7.60","2.00","0.50","0.80","2.00","3.60","22.00","19.6","0.536","0.425","0.371","5.2","17.4","11.2","11.3","0.8","2.0","9.1","29.6","2.10","1.10","3.20","0.151","4.0","0.6","4.6"
"Ben Sternberg","Cleveland State","Horizon",2021,5,"-4.82","-5.12","8.00","16.00","0.500","8.00","16.00","0.500","0.00","0.00",NULL,"16.00","16.00","1.000","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.00","47.6","0.847","1.000","1.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.4","0.10","0.00","0.10","0.456","23.1","1.8","24.9"
"Ben Sternberg","Cleveland State","Horizon",2022,11,"-5.64","-1.78","3.60","18.20","0.200","0.00","7.30","0.000","3.60","10.90","0.333","14.50","21.80","0.667","0.00","0.00","0.00","0.00","3.60","0.00","7.30","0.00","21.80","2.5","0.382","0.400","1.200","0.0","0.0","0.0","0.0","5.3","0.0","20.3","45.1","0.00","0.00","0.00","-0.102","-24.6","-16.0","-40.6"
"Ben Sternberg","Missouri","SEC",2023,10,"6.89","11.41","8.00","24.00","0.333","4.00","4.00","1.000","4.00","20.00","0.200","4.00","8.00","0.500","0.00","4.00","4.00","4.00","0.00","0.00","8.00","0.00","24.00","4.2","0.432","0.167","0.333","0.0","11.8","6.0","20.0","0.0","0.0","22.3","45.5","0.00","0.00","0.00","-0.133","-9.3","-10.5","-19.9"
"Benjamin Bosmans-Verdonk","Illinois","Big Ten",2020,56,"9.84","15.27","2.90","7.90","0.364","0.00","1.40","0.000","2.90","6.40","0.444","2.10","2.90","0.750","4.30","2.90","7.10","4.30","2.10","1.40","3.60","4.30","7.90","12.8","0.426","0.182","0.364","12.1","8.0","10.0","18.5","3.2","3.6","27.9","16.0","0.00","0.10","0.10","0.085","-2.4","3.2","0.8"
"Benjamin Bosmans-Verdonk","Illinois","Big Ten",2021,18,"11.34","23.25","2.20","6.70","0.333","0.00","0.00",NULL,"2.20","6.70","0.333","0.00","0.00",NULL,"2.20","4.40","6.70","0.00","0.00","0.00","2.20","0.00","4.40","1.5","0.333","0.000","0.000","6.9","11.9","9.6","0.0","0.0","0.0","25.0","10.9","0.00","0.00","0.00","0.000","-2.6","-0.4","-3.0"
"Benjamin Bosmans-Verdonk","Illinois","Big Ten",2022,187,"9.48","16.69","3.60","7.70","0.472","0.00","0.00",NULL,"3.60","7.70","0.472","1.10","3.60","0.294","5.30","5.60","10.90","3.20","1.50","0.00","1.10","7.10","8.30","13.9","0.442","0.000","0.472","15.5","15.2","15.4","14.4","2.2","0.0","10.2","13.3","0.30","0.30","0.60","0.138","0.1","3.1","3.2"
"Benjamin Bosmans-Verdonk","South Carolina","SEC",2023,463,"6.00","-2.28","1.90","4.80","0.393","0.00","0.00",NULL,"1.90","4.80","0.393","1.40","2.30","0.593","4.80","3.50","8.30","3.00","1.00","0.60","3.50","5.90","5.20","7.5","0.436","0.000","0.482","13.6","10.6","12.2","14.4","1.5","1.7","36.8","12.2","-0.10","0.20","0.10","0.006","-4.0","0.2","-3.8"
"Braelen Bridges","Illinois-Chicago","Horizon",2020,702,"-3.80","-3.74","6.90","12.30","0.563","0.00","0.00",NULL,"6.90","12.30","0.563","2.50","3.70","0.662","2.80","6.60","9.40","1.70","0.50","1.70","3.50","4.80","16.20","16.9","0.580","0.000","0.302","8.2","17.1","12.9","9.1","0.7","4.6","20.1","21.9","0.90","1.10","2.00","0.115","-2.1","0.1","-2.0"
"Braelen Bridges","Illinois-Chicago","Horizon",2021,344,"-7.42","-12.06","8.70","13.40","0.652","0.00","0.00",NULL,"8.70","13.40","0.652","3.30","5.50","0.596","3.60","6.40","10.00","2.20","0.60","0.30","4.10","4.70","20.70","22.4","0.648","0.000","0.409","10.3","17.7","14.0","13.5","0.8","0.8","20.3","25.7","0.90","0.40","1.20","0.145","1.0","-0.5","0.5"
"Braelen Bridges","Georgia","SEC",2022,922,"8.06","-0.63","7.00","11.00","0.634","0.00","0.00",NULL,"7.00","11.00","0.634","3.90","5.40","0.734","2.50","5.30","7.80","2.60","0.50","0.50","3.40","3.00","17.90","19.6","0.660","0.000","0.488","7.5","15.2","11.5","15.4","0.7","1.4","20.2","21.7","2.30","0.00","2.40","0.103","3.5","-1.1","2.4"
"Brandon Garrison","Oklahoma State","Big 12",2024,727,"7.97","6.25","5.00","8.70","0.572","0.00","0.00",NULL,"5.00","8.70","0.572","3.20","5.00","0.648","2.40","6.90","9.30","2.60","1.40","2.60","2.90","4.90","13.30","17.8","0.596","0.000","0.572","7.2","20.5","13.9","13.3","2.1","6.6","20.8","18.2","1.00","1.20","2.20","0.122","0.0","3.9","3.9"
"Brandon Garrison","Kentucky","SEC",2025,605,"14.04","21.26","5.60","11.00","0.509","0.80","2.60","0.300","4.80","8.40","0.575","1.50","2.80","0.535","2.60","6.30","8.90","4.30","2.00","1.30","2.70","4.70","13.60","16.6","0.547","0.240","0.257","7.6","16.5","12.2","18.0","2.7","3.7","17.9","18.4","0.90","0.90","1.80","0.116","2.3","4.0","6.3"
"Brandon Kimble","Mississippi Valley State","SWAC",2020,610,"-7.68","-29.08","3.90","8.40","0.461","0.30","0.80","0.333","3.60","7.60","0.474","1.00","2.20","0.485","3.10","8.10","11.20","1.40","1.70","1.40","2.60","3.80","9.00","11.8","0.480","0.094","0.258","7.0","21.3","13.6","6.9","2.2","3.1","21.8","13.5","0.00","0.30","0.30","0.018","-4.4","-2.7","-7.1"
"Brandon Kimble","Arkansas","SEC",2021,5,"7.18","17.80","0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","8.00","8.00","0.00","0.00","0.00","8.00","0.00","0.00","-8.5",NULL,NULL,NULL,"0.0","21.3","10.6","0.0","0.0","0.0","100.0","9.2","0.00","0.00","0.00","-0.131","-11.2","0.1","-11.1"
"Brandon Martin","South Carolina Upstate","Big South",2019,422,"-4.27","-15.30","6.40","12.50","0.515","0.10","0.80","0.125","6.40","11.80","0.540","2.80","4.20","0.682","3.40","3.80","7.20","1.10","1.60","0.90","2.50","2.90","15.80","17.7","0.546","0.061","0.333","9.5","11.2","10.3","6.5","2.3","2.6","14.5","21.5","0.60","0.40","0.90","0.088","-0.8","-1.6","-2.4"
"Brandon Martin","South Carolina Upstate","Big South",2020,322,"-6.06","-13.58","6.80","14.20","0.482","0.10","0.10","1.000","6.70","14.00","0.478","2.60","4.80","0.538","3.10","3.90","7.00","1.00","0.50","0.60","3.70","3.90","16.40","12.3","0.498","0.009","0.342","8.5","11.7","10.0","5.6","0.7","1.9","18.5","25.4","0.00","0.10","0.10","0.017","-4.2","-3.9","-8.0"
"Brandon Martin","South Carolina Upstate","Big South",2021,21,"-5.20","-13.70","3.80","5.70","0.667","0.00","0.00",NULL,"3.80","5.70","0.667","0.00","1.90","0.000","3.80","7.60","11.40","1.90","3.80","0.00","1.90","1.90","7.60","18.3","0.576","0.000","0.333","11.2","23.2","17.1","9.7","5.5","0.0","22.3","11.1","0.00","0.00","0.10","0.109","1.9","1.3","3.2"
"Brandon Martin","South Carolina","SEC",2022,367,"8.37","7.14","3.60","8.10","0.446","0.10","0.90","0.125","3.50","7.20","0.485","0.80","1.20","0.636","3.20","5.10","8.30","2.10","1.20","0.40","2.30","2.80","8.10","9.9","0.467","0.108","0.149","8.4","14.0","11.2","9.2","1.7","1.2","21.0","12.9","0.10","0.50","0.70","0.071","-1.9","1.9","0.0"
"Brandon McKissic","Kansas City","WAC",2018,713,"-1.02","-10.19","4.80","10.50","0.460","1.40","3.40","0.417","3.40","7.10","0.480","2.60","4.20","0.627","1.00","3.80","4.80","2.70","1.30","0.20","2.20","5.30","13.70","12.2","0.548","0.321","0.401","2.7","11.0","6.7","14.4","1.9","0.4","15.2","18.4","0.80","0.70","1.50","0.082","-1.7","-0.3","-2.0"
"Brandon McKissic","Kansas City","WAC",2019,913,"-1.55","-6.61","5.40","12.00","0.453","1.30","3.70","0.341","4.20","8.30","0.503","1.70","3.00","0.574","0.70","3.50","4.20","2.70","1.90","0.20","2.10","3.60","13.80","13.8","0.516","0.310","0.248","2.2","11.0","6.4","14.4","2.7","0.6","13.3","20.2","0.90","0.80","1.70","0.074","-1.5","0.0","-1.6"
"Brandon McKissic","Kansas City","WAC",2020,750,"-3.62","-6.07","6.50","12.50","0.517","1.50","4.10","0.368","5.00","8.40","0.589","2.00","3.60","0.567","0.20","3.10","3.30","4.40","1.90","0.20","2.70","3.90","16.40","18.3","0.579","0.325","0.286","0.5","10.3","5.2","23.6","2.8","0.5","16.1","22.4","1.60","1.10","2.60","0.141","-0.5","-0.2","-0.7"
"Brandon McKissic","Kansas City","Summit",2021,612,"-2.67","-4.92","7.80","15.40","0.508","2.00","4.60","0.429","5.90","10.80","0.542","2.60","3.90","0.667","0.70","3.60","4.30","3.90","1.80","0.10","3.50","3.30","20.30","20.4","0.586","0.297","0.254","2.4","11.8","7.1","20.4","2.7","0.4","17.0","28.2","1.30","1.10","2.50","0.160","3.6","0.5","4.1"
"Brandon McKissic","Florida","SEC",2022,824,"7.84","11.93","3.40","9.30","0.366","1.30","5.40","0.243","2.10","3.90","0.538","1.50","2.50","0.596","0.90","3.30","4.10","3.00","1.80","0.10","2.20","3.40","9.60","9.3","0.459","0.581","0.272","2.5","9.8","6.1","14.5","2.8","0.4","17.3","16.2","0.30","1.10","1.30","0.065","-1.5","2.1","0.6"
"Brandon Taylor","East Texas A&M","Southland",2024,28,"-5.19","-14.52","10.00","18.60","0.538","8.60","14.30","0.600","1.40","4.30","0.333","0.00","0.00",NULL,"1.40","1.40","2.90","4.30","1.40","0.00","1.40","7.10","28.60","30.2","0.769","0.769","0.000","3.9","4.4","4.1","30.0","2.1","0.0","7.1","25.6","0.20","0.00","0.20","0.253","-36.3","-12.6","-49.0"
"Brandon Taylor","East Texas A&M","Southland",2025,55,"-1.86","-12.38","4.40","10.20","0.429","3.60","8.70","0.417","0.70","1.50","0.500","0.00","0.00",NULL,"0.00","2.90","2.90","2.90","0.70","0.00","0.70","0.70","12.40","12.7","0.607","0.857","0.000","0.0","9.0","4.3","15.7","1.1","0.0","6.7","14.0","0.10","0.00","0.10","0.086","-0.7","-2.9","-3.6"
"Brandon Taylor","Texas","SEC",2026,5,"8.37","17.96","8.00","40.00","0.200","8.00","32.00","0.250","0.00","8.00","0.000","0.00","0.00",NULL,"8.00","8.00","16.00","0.00","0.00","0.00","8.00","8.00","24.00","-6.8","0.300","0.800","0.000","24.4","22.3","23.3","0.0","0.0","0.0","16.7","58.7","0.00","0.00","0.00","-0.203","-17.9","-13.7","-31.6"
